L,R,F,M,C
1713,693,2,3934,0.525
795,312,3,3242,0.637014189
2496,264,3,4494,0.45952826
2183,663,2,2065,1.0
1004,50,2,3082,0.67
2218,139,2,3451,0.598333816
1590,192,2,3451,0.598333816
394,128,7,4060,0.508571429
2177,401,6,4155,0.496859206
2040,14,3,3500,0.589805714
2635,256,4,2675,0.771682243
445,15,2,2574,0.801934732
1293,2,2,2752,0.75
783,454,3,4569,0.451739987
2234,379,4,5312,0.388516566
746,180,2,3752,0.55
1821,537,3,6177,0.334061842
383,96,4,4260,0.484387324
1106,567,2,2613,0.7896670490000001
2451,159,4,5251,0.39289278200000005
3065,193,3,4464,0.462096774
831,412,2,2577,0.800388048
406,346,2,2750,0.75
1615,330,2,2750,0.75
592,592,2,2426,0.85
2001,20,2,2266,0.91
397,169,3,4408,0.4676951
963,672,2,2660,0.775
1130,11,4,2659,0.7752350509999999
504,367,2,2748,0.75
547,535,2,2576,0.80001941
1003,176,2,2240,0.92
1644,641,2,5152,0.4
573,539,2,5152,0.4
540,176,4,5706,0.36114616200000005
2032,19,3,3353,0.614551148
1966,171,4,2192,0.94
2753,512,2,3434,0.6
1930,534,2,3434,0.6
638,173,2,2165,0.9516674359999999
920,699,2,3052,0.675
830,72,2,2276,0.9050878729999999
1173,74,2,2624,0.785
885,223,2,5420,0.38
610,114,4,3158,0.6521025970000001
702,484,3,3359,0.613054481
2364,606,2,2574,0.8
2926,229,3,2653,0.77613268
1067,648,4,2320,0.8875
1902,683,4,2778,0.741180706
1495,37,5,2900,0.71
3034,413,2,2422,0.85
1916,502,2,3143,0.6549475020000001
916,105,4,4281,0.480721794
627,608,2,2572,0.8
964,145,4,4008,0.513348303
1449,502,2,3444,0.59738676
2711,349,3,2313,0.889494163
930,274,3,2476,0.830880452
2349,7,3,4170,0.493333333
1120,142,3,3588,0.573333333
1703,633,2,3048,0.674901575
372,295,2,4757,0.432428001
573,564,3,2706,0.7600886920000001
511,197,4,5361,0.383635516
1533,224,6,5460,0.376666667
616,109,3,3762,0.54661882
532,67,2,2977,0.6906953309999999
372,313,2,3370,0.6100890210000001
1332,416,2,2570,0.8
1103,382,2,2501,0.822071172
2588,657,3,2056,1.0
373,285,2,4352,0.47241957700000003
1092,169,3,2074,0.991292189
832,700,2,2164,0.95
2246,227,2,3532,0.58204983
2294,12,6,4979,0.41288813
1588,640,2,4387,0.46860041
1441,454,4,2316,0.8875
740,645,4,3021,0.680337637
620,117,2,2257,0.910580416
1422,642,2,3297,0.623324234
1461,256,2,2805,0.732641711
635,350,3,2283,0.9
1554,43,4,3701,0.555144556
673,297,3,3340,0.61511976
956,437,2,2428,0.8461285009999999
1829,517,4,4164,0.493371758
2764,79,2,3664,0.560630459
2142,39,2,3383,0.607106119
1555,610,3,3227,0.636442516
909,137,4,3824,0.537068515
992,667,2,3734,0.55
1182,153,2,2616,0.785
942,195,2,2616,0.785
1712,7,2,2746,0.7478332120000001
1131,520,4,4048,0.507262846
866,403,2,2737,0.75020095
1017,187,2,2082,0.9861671470000001
2308,153,2,1456,1.41
1551,250,2,3545,0.579083216
1491,502,3,2799,0.7333333329999999
1903,105,3,3003,0.683429903
692,29,2,3539,0.5798022039999999
2729,390,2,3231,0.635066543
2109,134,6,3755,0.5464340879999999
2987,284,3,7985,0.25693926100000003
1370,636,3,2619,0.783333333
417,344,2,2731,0.7511534240000001
636,604,2,2279,0.9
395,53,3,3423,0.599141104
425,57,2,2266,0.905
1947,687,2,3523,0.582089129
731,282,3,3030,0.676666667
840,258,3,4410,0.464875283
1509,533,4,4316,0.475
2195,140,2,2766,0.7411135209999999
1162,48,4,5430,0.377469613
799,223,6,3288,0.6233333329999999
2403,344,3,2358,0.8688083120000001
1646,16,2,4268,0.48
2654,62,2,4268,0.48
2401,159,2,2750,0.744814545
889,161,2,2750,0.744814545
452,275,3,4124,0.49666343399999996
1450,267,3,2315,0.8847602590000001
1366,130,3,3849,0.53208106
1407,58,2,2486,0.823761062
1292,51,2,2731,0.74984621
2892,321,2,2756,0.7429426709999999
1189,97,3,2730,0.75
2643,57,3,2997,0.683163163
3390,80,3,5530,0.370141049
572,256,2,3904,0.524272541
1654,290,3,5200,0.393580769
993,366,4,3610,0.5668975070000001
2478,18,2,2734,0.748372348
644,347,3,2349,0.87100894
2228,635,3,4862,0.420773344
2274,391,2,2658,0.7694883370000001
1222,213,3,2869,0.7128511679999999
441,412,2,2240,0.9129464290000001
1040,137,3,4578,0.446666667
2953,192,2,2994,0.6828256509999999
551,21,4,2316,0.8825
3296,188,2,2611,0.782657985
611,354,2,3958,0.516245579
724,136,3,2799,0.73
776,182,3,4003,0.510377217
2077,296,4,3164,0.645651075
651,649,4,3380,0.6043491120000001
2202,156,2,2402,0.850308077
995,643,3,6068,0.33654416600000003
395,285,2,4167,0.49
395,13,3,3125,0.6533791999999999
999,591,2,2661,0.7673055240000001
2249,158,4,4083,0.5000416360000001
1605,307,3,3141,0.65
674,674,2,2506,0.814684757
1386,352,2,4079,0.500478058
842,600,3,2879,0.7090309140000001
940,11,5,2864,0.71271648
2203,28,4,4740,0.43059704600000004
864,276,2,3075,0.6637235770000001
2347,218,4,4683,0.43580610700000005
622,26,4,2817,0.724217252
1059,688,2,2040,1.0
2290,311,3,3019,0.675621067
519,196,3,3343,0.610041879
537,125,2,2579,0.790632028
1990,26,2,2892,0.705
1362,16,2,3835,0.531629726
544,188,3,3418,0.596369222
555,44,3,2805,0.726666667
1611,132,4,2837,0.718431442
1488,8,2,3523,0.578506954
2120,659,2,2119,0.96172723
2391,61,2,2715,0.750456722
2696,533,4,4055,0.50244143
2093,168,3,4805,0.42398959399999997
495,482,3,3935,0.517662008
1032,121,5,3098,0.657408005
1815,71,2,3394,0.6
848,60,3,3359,0.606239952
1256,69,2,2085,0.976494005
1111,2,2,2930,0.694819113
496,151,4,5316,0.382945824
726,717,3,2691,0.7564102559999999
1093,46,2,4154,0.49
656,183,2,2855,0.71290718
463,448,4,4191,0.485623956
3125,225,2,3730,0.54563807
695,611,2,2627,0.7746859540000001
1708,609,2,2627,0.7746859540000001
2160,215,2,2087,0.974968855
2615,652,2,2627,0.774476589
413,150,3,4124,0.493331717
2099,217,2,1623,1.253419593
853,71,3,2277,0.893333333
1324,10,3,3262,0.623571429
3171,493,2,3390,0.6
1149,623,2,3390,0.6
2401,24,3,2799,0.726666667
2117,624,3,3181,0.639280101
507,506,2,3049,0.666874385
1228,189,2,7672,0.265
1724,35,4,3120,0.65161859
2380,50,3,3344,0.607930622
968,675,3,4255,0.477755582
648,322,2,3278,0.6200122029999999
3086,242,2,2682,0.757785235
427,354,2,4516,0.45
1783,135,4,5361,0.379043089
1286,95,3,2919,0.696115108
778,64,2,7388,0.275
693,520,3,2470,0.822510121
1681,209,4,2208,0.92
2263,520,4,2664,0.7625
2578,536,3,2900,0.7004310340000001
630,318,4,3429,0.592300962
559,120,2,3774,0.538124006
3403,122,4,4412,0.460287851
3061,39,2,1784,1.138335202
458,37,3,3965,0.512168979
3083,298,4,3732,0.544126474
809,121,3,3384,0.6
409,86,3,6880,0.295063953
618,504,2,2800,0.725
1975,604,3,2620,0.77480916
1197,525,2,2900,0.7
454,52,2,3274,0.620036652
911,251,2,5342,0.38
595,219,2,5342,0.38
2637,20,2,5342,0.38
1028,498,3,5242,0.387237696
839,29,2,3167,0.640858857
1068,676,3,4606,0.440534086
2853,489,3,3467,0.585232189
858,453,4,5072,0.4
1271,402,4,3344,0.606698565
1230,69,2,3054,0.6641977729999999
460,119,3,5392,0.37614243299999994
415,138,2,2204,0.92
741,367,2,5069,0.4
2812,630,3,3724,0.544441461
804,586,3,2433,0.833333333
693,497,2,2616,0.775
911,445,2,2616,0.775
663,663,2,2616,0.775
2084,663,2,2616,0.775
986,210,3,3453,0.587098175
746,17,3,2971,0.682288792
812,537,4,2766,0.732845264
1261,293,3,3801,0.533291239
583,102,2,3991,0.50789777
495,33,2,4161,0.487125691
950,154,3,2755,0.735662432
908,219,3,3547,0.571325063
3077,727,2,2253,0.899422992
1372,214,2,3031,0.668518641
488,63,2,2843,0.71266268
1445,36,3,5034,0.40248112799999997
2215,151,4,3492,0.58
2109,275,2,3700,0.5473594589999999
1869,625,2,2025,1.0
2034,357,5,3092,0.654899741
801,314,3,2967,0.682355915
1414,442,2,2892,0.7
1053,647,2,2892,0.7
702,210,3,3971,0.50978343
1227,106,3,2653,0.763007916
2171,287,2,2695,0.7510909090000001
2005,193,2,2943,0.6877879709999999
1484,303,3,3527,0.5738871560000001
1675,383,3,5408,0.374186391
1005,504,3,3757,0.538528081
1356,1,3,5324,0.38
1174,524,3,3559,0.568361899
500,463,2,4058,0.49845983200000005
1171,557,2,2676,0.755829596
414,111,3,6387,0.316666667
2583,497,3,2179,0.9281780629999999
1099,403,2,2454,0.8241238790000001
2893,268,3,3409,0.593223819
1590,346,3,3476,0.581731876
915,133,3,4126,0.490043626
3163,319,2,2199,0.919326967
482,23,2,2750,0.735025455
422,42,3,5718,0.353488982
2984,138,2,2913,0.693618263
1083,36,2,2841,0.711182682
648,554,3,2404,0.8404326120000001
638,377,3,3208,0.629769327
625,18,3,3443,0.586726692
2201,704,2,2020,1.0
3046,702,2,2020,1.0
2347,403,2,2376,0.85
1440,338,3,2756,0.732583454
820,135,3,3543,0.569647192
783,255,4,2286,0.882795276
1570,628,2,2018,1.0
425,107,5,3330,0.606
539,134,2,3057,0.660107949
614,98,3,4824,0.418304312
981,112,2,3228,0.625
681,238,3,3116,0.647320282
1148,579,2,3689,0.546679317
1472,197,3,3441,0.586065097
1473,530,3,2671,0.7548670909999999
639,74,4,4654,0.43322948
1423,122,2,2253,0.894855748
1962,23,3,2435,0.8279466120000001
961,604,2,2240,0.9
378,371,3,2135,0.944262295
2578,32,2,3600,0.56
636,576,2,2880,0.7
625,627,2,3112,0.64781491
888,130,2,3002,0.6715323120000001
711,226,2,2780,0.725
1168,655,3,3072,0.65608724
611,213,3,2070,0.973333333
667,204,3,2070,0.973333333
1132,565,2,2878,0.7
454,308,2,4230,0.476264775
1012,47,4,5232,0.385
1026,92,3,4173,0.48265995700000003
906,228,4,2803,0.718444524
454,89,3,2845,0.7078101929999999
893,74,3,2983,0.6749413340000001
1162,156,4,4324,0.46560592
365,55,3,2662,0.7562471829999999
2856,143,4,3160,0.637025316
1228,112,3,4921,0.409030685
583,557,3,2081,0.967227295
2041,300,3,2900,0.694010345
916,27,2,3516,0.572357793
421,299,3,4210,0.477914489
2316,553,2,2594,0.775636083
621,548,3,2282,0.8816827340000001
433,376,2,3658,0.55
843,177,2,2657,0.7571321040000001
2312,446,4,2362,0.851651143
2124,22,2,3368,0.597170428
1055,86,2,3970,0.506586902
448,143,3,3333,0.6033333329999999
1783,79,2,4570,0.44
829,5,4,3204,0.6275
615,541,2,2513,0.8
767,96,3,2165,0.92856351
528,140,2,2311,0.869822588
431,156,2,2892,0.695
1605,88,2,2892,0.695
1821,26,2,4129,0.486766772
2556,296,3,3465,0.58
1013,542,2,2512,0.8
805,266,4,2200,0.91345
2364,114,4,5171,0.388559273
1141,181,3,2963,0.678062774
1358,17,3,4128,0.48666666700000005
493,349,2,2632,0.763259878
1598,341,3,4272,0.47023642299999996
1717,31,4,3616,0.555481195
2042,141,2,4494,0.446940365
670,183,3,4056,0.495177515
671,590,2,2682,0.748769575
873,130,3,2867,0.7003487970000001
2918,49,6,4903,0.40944727700000005
853,648,3,4139,0.485020536
521,328,2,2590,0.775057915
1729,242,6,4196,0.478331745
752,225,2,3744,0.536068376
697,268,2,2907,0.690299278
1253,249,3,2611,0.76844121
726,712,2,4902,0.40929212600000003
2244,3,3,3926,0.5110188489999999
520,108,2,4427,0.453182742
1574,339,2,2006,1.0
1605,462,3,2799,0.716666667
446,433,2,2767,0.724936755
722,320,3,3501,0.572893459
1134,82,4,4237,0.47336086899999996
426,368,2,3453,0.580828265
1963,387,2,3820,0.525
1382,22,4,2596,0.7725
1929,412,3,2096,0.956679389
924,549,2,2005,1.0
559,57,3,2301,0.871290743
1839,385,3,2397,0.836357947
571,288,4,2852,0.7029242640000001
656,36,3,3777,0.530725443
2585,502,2,2004,1.0
2085,172,2,2400,0.835
1519,19,7,2452,0.817275693
1558,15,5,4697,0.426631893
2214,364,2,2907,0.689301686
412,383,3,2977,0.673093719
729,366,2,5343,0.375023395
1207,213,6,5620,0.35653024899999997
643,358,3,4056,0.493996548
1254,338,3,2917,0.68683579
1618,498,3,8013,0.25
1914,126,3,3949,0.5072018229999999
407,397,2,4475,0.447575419
842,162,3,3767,0.531653836
1362,379,4,4438,0.45126183
906,321,3,3757,0.5330449829999999
2374,123,2,2471,0.810441117
619,120,3,4601,0.43520973700000004
3240,127,4,4368,0.458376832
1899,275,4,2308,0.8675
626,204,3,3068,0.652591265
2304,611,2,2907,0.68869969
2568,8,3,3306,0.605568663
1413,371,3,2184,0.916666667
766,198,2,5211,0.384168106
662,661,2,5004,0.4
662,661,2,5004,0.4
604,184,2,4084,0.49
983,322,3,4908,0.40769152399999997
1822,292,3,4531,0.441558155
1226,189,5,2896,0.690676796
3160,34,4,4313,0.463760723
569,547,2,2800,0.7143214290000001
724,715,2,4000,0.5
748,133,2,3900,0.5128
1197,592,2,2857,0.7
875,81,3,4482,0.44616242700000003
1438,345,3,3777,0.52941488
2542,23,5,3221,0.620661285
2418,96,2,2271,0.8801849409999999
531,132,7,2660,0.7514285709999999
849,307,3,3913,0.510720675
869,208,3,3369,0.5931463339999999
1835,23,5,3645,0.548222222
753,409,5,2895,0.69
610,510,3,2410,0.828589212
779,297,3,2799,0.713333333
3172,218,2,2578,0.774422033
2647,527,2,2571,0.776507196
2314,124,4,3813,0.523514293
2064,22,4,2817,0.708541001
848,57,4,2787,0.716024399
1435,44,2,2892,0.69
2523,706,2,3013,0.662080982
2081,336,3,2319,0.860068995
2464,9,2,2266,0.88
1303,120,2,3888,0.51287037
1129,197,5,2617,0.7619526179999999
2156,20,2,4154,0.48
594,296,3,2091,0.9534433290000001
1676,343,4,4330,0.460415704
809,71,3,2742,0.7269948940000001
3202,234,2,2069,0.9632189459999999
1197,179,4,4072,0.48939096299999996
2230,209,3,4514,0.441470979
751,2,3,2735,0.72857404
372,286,4,2237,0.890764417
1211,244,2,3521,0.5659074129999999
397,329,2,2876,0.692802503
1230,4,4,2596,0.7675
828,45,2,2373,0.839591235
392,375,3,3273,0.608722884
371,110,2,4286,0.46480168
2090,275,3,3655,0.54502052
683,198,3,2487,0.8008363490000001
1290,127,8,5224,0.38125
1283,530,2,3014,0.660766423
2160,214,4,3406,0.584653553
1292,213,2,3819,0.521382561
1014,321,2,3606,0.552121464
1187,18,3,3167,0.628654878
951,605,2,2444,0.814566285
597,593,2,2342,0.85
631,373,2,2342,0.85
1377,200,6,2478,0.803333333
3261,151,2,2235,0.8905771809999999
1717,152,3,2029,0.98080828
2705,40,2,2778,0.716353492
1479,502,3,2944,0.6759510870000001
983,457,3,4832,0.411765315
1069,348,2,5684,0.35
1603,457,2,5684,0.35
1850,432,2,3429,0.5801399829999999
1735,368,2,4130,0.481670702
545,411,3,2812,0.7073968709999999
2658,576,2,1989,1.0
375,357,2,3870,0.513953488
1198,325,2,3182,0.625
706,698,2,4385,0.45350057
1970,211,5,4972,0.39995776299999997
1856,61,2,2616,0.76
594,2,4,5232,0.38
1605,308,3,4183,0.475280899
1844,507,4,4879,0.407470793
2874,438,3,2190,0.9077625570000001
427,401,3,3710,0.53583558
397,78,2,2876,0.691168289
1802,308,5,3155,0.63
1915,714,2,2092,0.95
704,354,3,5175,0.384019324
1500,304,2,3086,0.643966299
2855,350,2,3723,0.533776524
967,52,6,3312,0.6
2668,160,2,2966,0.66995617
763,51,3,5844,0.34
988,38,5,5714,0.347696885
2344,372,2,2743,0.724279985
690,67,3,2668,0.744505247
2647,168,2,2217,0.895778078
398,250,3,4374,0.45400548700000004
837,86,2,2497,0.795246296
2922,11,2,2137,0.9291717359999999
840,297,2,2075,0.956819277
495,493,3,3398,0.584226015
1283,551,2,2154,0.921448468
485,4,4,3025,0.656099174
640,598,2,2300,0.862695652
626,196,4,3338,0.594391851
1263,219,4,4000,0.496
1060,496,2,4960,0.4
1550,485,3,3046,0.6512967829999999
1446,715,2,3052,0.65
2467,617,2,3052,0.65
1824,266,3,3585,0.553333333
691,690,2,2404,0.825
1046,1,2,2253,0.880288504
396,13,2,2253,0.880288504
1228,569,3,3236,0.612824475
2602,402,2,2135,0.928711944
2110,32,2,2253,0.8800577009999999
629,113,3,4768,0.41584312100000004
855,482,2,3158,0.627644079
489,49,3,2772,0.715036075
590,349,3,3448,0.574825986
681,21,2,2446,0.810228945
463,223,2,2752,0.72
1901,578,3,2451,0.808384333
1162,444,2,3774,0.525
376,253,2,2778,0.7130777540000001
552,1,3,4126,0.480096946
1321,273,2,3437,0.5763252839999999
518,430,2,2746,0.7213401309999999
1585,219,3,2883,0.686940687
959,1,3,2070,0.956666667
1344,62,4,2316,0.855
402,256,2,3558,0.556506464
512,486,2,3175,0.623590551
824,445,5,3531,0.560662702
1689,102,3,3030,0.653333333
370,228,2,3286,0.602391966
3242,38,3,3353,0.590292276
853,605,3,3045,0.65
1677,75,3,2532,0.781658768
510,500,2,2112,0.9369318179999999
2197,19,2,2767,0.715113842
435,52,4,2682,0.7376510070000001
1359,220,2,2053,0.9636434490000001
1729,58,2,3389,0.583750369
700,16,3,3922,0.5043574710000001
553,554,2,4633,0.426915605
1867,721,2,2930,0.675
1245,93,2,2930,0.675
2891,691,2,2930,0.675
863,289,2,4573,0.432484146
936,104,3,4682,0.42233660799999995
481,291,2,5344,0.37
1588,109,2,3031,0.652329264
604,238,4,4526,0.436833849
540,197,2,7061,0.28
934,252,3,3947,0.500863947
2489,16,2,3043,0.649645087
688,507,3,2782,0.7105859090000001
1442,25,5,2566,0.770366329
464,450,2,4629,0.427025275
496,195,3,4694,0.421014061
551,541,2,1976,1.0
1216,338,2,1976,1.0
516,6,3,5226,0.378040566
3316,104,3,3300,0.598678788
460,47,3,3388,0.583108028
2960,191,2,2066,0.956127783
914,61,2,2616,0.755
479,65,3,3924,0.5033333329999999
1106,279,2,2796,0.706330472
1558,278,5,3903,0.505946708
1815,147,4,5087,0.388126597
1481,342,4,3712,0.5318965520000001
1729,200,2,2562,0.7706206090000001
1218,180,2,3404,0.58
1312,86,2,2384,0.8281082209999999
367,161,3,3068,0.643481095
2980,12,3,4715,0.418680806
1543,299,3,2471,0.798704978
2270,166,2,2515,0.784632207
486,415,2,4154,0.475
486,415,2,4154,0.475
736,415,2,4154,0.475
486,415,2,4154,0.475
964,383,2,4154,0.475
1032,23,3,2653,0.743603468
388,265,4,2655,0.742983051
685,442,4,3525,0.559602837
2643,113,2,3413,0.577943159
520,426,3,3945,0.5
800,599,2,3287,0.6
2918,76,3,3992,0.493997996
2819,145,2,2112,0.9336931820000001
819,153,4,3985,0.494792974
614,108,3,3478,0.566889017
2973,69,2,3904,0.505
500,497,2,2569,0.767419229
722,279,3,3880,0.508043814
375,365,2,1714,1.15
875,152,4,3204,0.615
1199,382,4,4228,0.46589404
690,683,2,2814,0.7
1957,523,2,2494,0.7898155570000001
410,408,2,3752,0.525
1465,506,2,2627,0.749790636
901,346,2,3016,0.653066976
752,235,2,2738,0.719291454
1718,77,2,2246,0.8767943009999999
919,400,2,3828,0.514420063
1097,190,2,2813,0.700031994
3175,707,2,4375,0.45
1067,602,3,2232,0.881989247
2399,169,2,3142,0.6264258429999999
495,496,2,3012,0.653436255
531,129,4,4004,0.49144605399999997
410,207,2,4522,0.43513931899999997
365,8,4,3146,0.625460903
2429,287,3,2470,0.796631579
1120,38,3,3858,0.51
625,369,3,3711,0.530180544
2136,161,2,3169,0.620810981
3332,604,2,3934,0.5
429,404,2,3934,0.5
2705,522,2,3934,0.5
2345,492,2,1967,1.0
1012,648,2,3934,0.5
534,402,2,3934,0.5
2322,132,2,2657,0.740116673
522,119,3,4124,0.47674102799999996
2636,277,3,2282,0.8615162140000001
510,27,5,2270,0.866
1841,425,4,2581,0.761604029
722,317,2,2947,0.666745843
457,352,3,4583,0.42864935600000004
454,352,2,2426,0.809666117
1434,209,3,2541,0.7728650140000001
932,172,2,2820,0.6963475179999999
595,58,4,3484,0.563628014
2483,102,2,4015,0.48899128299999994
401,145,2,2915,0.6735094340000001
1435,348,3,2993,0.655863682
759,221,4,2316,0.8475
782,330,3,2783,0.70528207
524,468,4,4464,0.43968414
923,593,3,6211,0.316011914
868,575,2,3358,0.584484812
1102,3,4,2874,0.682891441
1046,394,4,4314,0.45491423299999995
525,84,2,3434,0.571389051
480,49,3,1995,0.9834636590000001
377,367,2,2616,0.75
837,17,2,2616,0.75
748,441,2,2616,0.75
1857,437,2,2616,0.75
2986,686,2,2616,0.75
1173,673,2,2616,0.75
951,312,3,2923,0.6711939790000001
2053,298,4,2421,0.810285006
1850,10,4,3392,0.578298939
524,5,2,3491,0.561798911
756,530,2,1961,1.0
2441,727,2,1961,1.0
688,679,4,6231,0.314708714
558,303,3,4538,0.432049361
429,160,3,3545,0.553049365
2144,360,3,3564,0.55
1498,51,2,2376,0.825
530,119,3,3246,0.6038508929999999
3357,351,3,2793,0.70179019
2320,644,2,2800,0.7
1552,570,2,2800,0.7
629,524,2,2800,0.7
2383,627,2,2800,0.7
1938,675,2,1960,1.0
1435,60,3,4733,0.41411367
2575,459,2,3136,0.625
2337,351,2,2800,0.7
2128,656,2,2800,0.7
647,521,2,1960,1.0
2208,216,2,2316,0.846070812
478,38,3,2981,0.657269373
1188,472,2,3124,0.627160691
671,61,2,2138,0.916393826
2514,123,2,2309,0.848488523
888,49,2,3014,0.65
862,558,3,1959,1.0
1935,496,3,1959,1.0
690,35,2,2943,0.66559633
1824,230,3,2009,0.974952713
1353,106,3,4046,0.484048443
648,423,3,3561,0.549957877
2217,34,4,5436,0.360250184
633,2,2,1340,1.461246269
943,247,4,3644,0.537305159
540,1,3,4023,0.48666666700000005
2057,149,3,2340,0.836666667
1065,513,2,3404,0.575
923,203,4,4881,0.400973161
2174,348,2,2551,0.767150137
1282,302,3,4519,0.433025006
3376,524,3,4892,0.4
1153,14,3,4659,0.42
2373,44,3,4057,0.48230712299999995
454,256,2,2320,0.843405172
1197,178,2,3557,0.55
1211,57,2,2805,0.697411765
398,397,2,2546,0.768224666
3254,107,4,4313,0.453454672
963,202,2,2377,0.822776609
376,60,2,3638,0.537567345
614,231,2,3148,0.621216645
1355,252,2,2535,0.771360947
728,712,2,2387,0.8191872640000001
396,57,4,4261,0.458887585
1174,135,2,3175,0.6157952760000001
1831,100,3,3296,0.593167476
801,49,3,3678,0.531451876
1090,285,2,2005,0.9748229429999999
3334,627,2,3122,0.626008969
913,153,3,3049,0.640964251
1189,619,2,1954,1.0
737,231,2,2752,0.71
1413,180,3,4000,0.48844
940,562,2,2631,0.7425313570000001
403,326,2,3529,0.5535562479999999
615,611,2,2604,0.75
714,566,2,2604,0.75
822,78,2,2066,0.9451597290000001
1605,169,2,2750,0.7100290909999999
2121,322,2,2972,0.656965007
799,556,2,5030,0.388170974
1890,443,2,3545,0.550747532
2869,441,2,3696,0.528246753
571,190,2,2365,0.82551797
1817,340,2,4110,0.475
691,661,2,4110,0.475
948,486,6,2724,0.716666667
621,555,3,2865,0.681308901
1477,442,3,3098,0.629970949
3141,20,3,2546,0.7665278870000001
1712,355,3,2272,0.8589348590000001
1924,237,2,3548,0.55
2317,218,3,2121,0.92
836,125,3,4710,0.414273885
1534,415,2,2616,0.7456995409999999
793,157,3,2853,0.683715387
2871,555,2,2298,0.848738033
1638,490,2,2212,0.8817359859999999
2133,663,3,2999,0.650250083
2545,299,3,2709,0.719767442
1448,265,6,6943,0.280800807
2490,296,3,2397,0.813333333
793,13,4,3472,0.561480415
1173,47,4,5164,0.3775
413,122,2,2815,0.692461812
369,65,2,2616,0.745
2700,43,2,2616,0.745
1623,25,6,4118,0.47317629899999997
643,130,3,2310,0.843467532
2601,31,2,2877,0.6772193259999999
1473,434,3,2227,0.874315222
417,314,2,3076,0.632997399
2361,314,2,1298,1.5
775,289,3,1947,1.0
464,352,4,2596,0.75
3090,492,3,1947,1.0
2174,367,2,2261,0.86103494
1869,572,2,2994,0.65
1128,567,2,2994,0.65
1393,687,2,2780,0.7
1812,486,2,3010,0.646495017
1441,298,2,3626,0.536651958
574,340,2,3472,0.560426267
2210,30,2,1380,1.41
1536,297,2,1380,1.41
496,254,3,6141,0.316837649
1546,258,5,2895,0.672
2678,259,2,3832,0.507604384
2330,645,2,3087,0.630093942
